,label,text
6365,2,that filled the world when a single message from the Government of the United States brought through our minister the first news of the safety of the besieged diplomats
6709,2,". I realize that any additional race would impose on our peoples, and on all mankind, for that matter, an additional waste of resources with no gain in security to either side. I expect in the days ahead to closely consult and seek the advice of the Congress about the possibilities of international agreements bearing directly upon this problem"
7475,2,".The revenue of the Post Office Department has received a considerable augmentation in the present year. The current receipts will exceed the expenditures, although the transportation of the mail within the year has been much increased"
3987,0,". We passed the biggest tax cuts and reforms in American history. Biggest in history. And unfortunately, we had tremendous opposition for lowering your taxes from Claire McCaskill. She voted against. Unbelievable. AUDIENCE: Booo — THE PRESIDENT: Unbelievable. And she wants to now end it so that you pay more. You figure this one out. I don’t know—is that good? You figure that one out"
6098,2,". Our decision to stand firm has been matched by our desire for peace. In 1965 alone we had 300 private talks for peace in Vietnam, with friends and adversaries throughout the world. Since Christmas your government has labored again, with imagination and endurance, to remove any barrier to peaceful settlement. For 20 days now we and our Vietnamese allies have dropped no bombs in North Vietnam"
438,1,". As we respond, my administration is using the tools—every tool at our disposal to protect American families and businesses from rising prices at the gas pump. You know, we’re taking active steps to bring down the costs. And American oil and gas companies should not—should not exploit this moment to hike their prices to raise profits"
2437,0,". Here tonight are Steve Staub and Sandy Keplinger of Staub Manufacturing—a small business in Ohio. They have just finished the best year in their 20-year history. Because of tax reform, they are handing out raises, hiring an additional 14 people, and expanding into the building next door. One of Staub’s employees, Corey Adams, is also with us tonight. Corey is an all-American worker"
5390,0,". We are moving very quickly. The vast majority of Americans: The risk is very, very low. Young and healthy people can expect to recover fully and quickly if they should get the virus. The highest risk is for elderly population with underlying health conditions. The elderly population must be very, very careful"
8386,2,". He speaks of Texas as still being ""an integral part of the territory of the Mexican Republic,"" but he can not but understand that the United States do not so regard it. The real complaint of Mexico, therefore, is in substance neither more nor less than a complaint against the recognition of Texan independence"
5429,0,".” But it’s great for the people of Alaska. And Senator Sullivan and Senator Murkowski are here someplace. Where are they? But they are very happy campers. Senator? Good, Senator. Thank you. They worked very— LEADER RYAN: And Don Young. THE PRESIDENT: Where’s Don Young? He’s such a quiet guy. Where Is Don? Don Young, also. Don, thank you. AUDIENCE MEMBER: all along"
8839,2,". Thus was it settled by the Constitution, the laws, and the whole practice of the Government that the entire executive power is vested in the President of the United States; that as incident to that power the right of appointing and removing those officers who are to aid him in the execution of the laws, with such restrictions only as the Constitution prescribes, is vested in the President; that"
7679,2,". An overflowing Treasury, however it may be regarded as an evidence of public prosperity, is seldom conducive to the permanent welfare of any people, and experience has demonstrated its incompatibility with the salutary action of political institutions like those of the United States"
547,1,". As I said in April, the United States did what we went to do in Afghanistan: to get the terrorists who attacked us on 9/11 and to deliver justice to Osama Bin Laden, and to degrade the terrorist threat to keep Afghanistan from becoming a base from which attacks could be continued against the United States. We achieved those objectives. That’s why we went"
60,1,". We also know this virus transcends borders. That’s why, even as we execute this plan at home, we need to continue fighting the virus overseas, continue to be the arsenal of vaccines. We’re proud to have donated nearly 140 million vaccines over 90 countries, more than all other countries combined, including Europe, China, and Russia combined"
1294,1,". Q Just a very quick follow-up — THE PRESIDENT: You’ve only got another hour now, okay? Q Diplomacy: Can you define what you mean? And former President Obama warned the incoming President Trump that North Korea was the top foreign policy issue that he was watching. Is that how you assess the crisis in North Korea? THE PRESIDENT: Yes. Okay. Hang on a second here, Kristen. Nancy, CBS"
3239,0,". Now, they might now want to approve a deal just because they’ll say — one of the things I’m thinking of doing — this has never been done before: No matter how good a deal I make with China, if they sell me Beijing for one dollar, if they give me 50 percent of their land and every ship that they’ve built over the last two years — which is a lot — and they give them to me free, the Democrats will"
7216,2,.BUREAU OF FISHERIES. I am glad to note in the Secretary's report the satisfactory progress which is being made in respect to the preservation of the seals of the Pribiloff Islands. Very active steps are being taken by the Department of State to secure an arrangement which shall protect the Pribiloff herd from the losses due to pelagic sealing
4541,0,". NASDAQ just set a record and I think you’re going to see a lot of records, and next year, if we don’t do anything stupid on November 3, you are going to have the greatest economic year we’ve ever had. That will be next year. If the Democrats gain power, than the rioters will be in charge and no one will be safe and no one will have control. Joe Biden is not the leader of his party"
7333,2,". If the bill can be thus amended I recommend its passage, as it will initiate a valuable system and ultimately result in a great saving in the public expenditures.INTERSTATE COMMERCE COMMISSION. There has not been time to test the benefit and utility of the amendments to the interstate commerce law contained in the act approved June 18, 1910"
140,1,. Our administration has invested over $150 billion to make progress and other Sustainable Development Goals. It includes $20 billion for food security and over $50 billion for global health. We’ve mobilized billions more in private-sector investment. We’ve taken the most ambitious climate actions in history. We’ve moved to rejoin the Paris Agreement on day one
1633,1,". It will include ongoing efforts in Afghanistan to reopen the airport, as well as overland routes, allowing for continued departure to those who want to leave and delivery of humanitarian assistance to the people of Afghanistan"
3268,0,". Okay? PARTICIPANT: This is real. THE PRESIDENT: Because your question is a very political question because you have an agenda. You’re CNN. You’re fake news. You have an agenda. The numbers that you gave are wrong. Take a look at our federal prison population. See how many of them, percentage-wise, are illegal aliens. Just see. Go ahead and see. It’s a fake question. Yes. Go ahead"
2260,0,". When we do, we will find new avenues for cooperation unfolding before us. We will find new passion for peacemaking rising within us. We will find new purpose, new resolve, and new spirit flourishing all around us, and making this a more beautiful world in which to live. So together, let us choose a future of patriotism, prosperity, and pride"
1600,1,". To the members of my administration, as well as public service and first responders across the country and around the world, thank you for stepping up to serve. To our service members and your families, it’s been the highest honor of my life to lead you as commander in chief. And, of course, to Kamala and her incredible partner, a historic vice president. She and Doug have become like family"
8007,2,". There is neither wisdom nor justice in the suggestion that the subject of tariff revision shall be again opened before this law has had a fair trial. It is quite true that every tariff schedule is subject to objections. No bill was ever framed, I suppose, that in all of its rates and classifications had the full approval even of a party caucus"
8366,2,". The State constitution which they adopted, and which was approved by the Mexican Confederacy, asserted that they were ""free and independent of the other Mexican United States and of every other power and dominion whatsoever,"" and proclaimed the great principle of human liberty that ""the sovereignty of the state resides originally and essentially in the general mass of the individuals who compose"
8413,2,". The Congress of Texas on the 19th of December, 1836, passed ""An act to define the boundaries of the Republic of Texas,"" in which they declared the Rio Grande from its mouth to its source to be their boundary, and by the said act they extended their ""civil and political jurisdiction"" over the country up to that boundary"
5595,0,". And we’ve distributed 100 million masks. Following our use of the Defense Production Act, GM announced that its first ventilators come off the assembly line in Kokomo, Indiana—a great place. They did it in 11 days, from start to finish, a remarkable testament to the ingenuity of the American worker. GM will ship over 600 ventilators this month alone, with thousands more to come"
5733,0,". And we’ll probably be challenged in court, and we’ll see who wins. But when the court hears that we aren’t getting people approved—as Sonny would say, for two and a half years—for an important position that we need because of this crisis—we needed these people before, but now we really need these people. Q: Mr. President, when you talk about—back to the numbers for a second"
3441,0,". To the Black and Hispanic communities, I want to thank you for the tremendous outpouring of love and trust that you have shown me with your vote. We set records, and I will not forget it. I’ve heard your voices in the campaign, and I look forward to working with you in the years to come. Today is Martin Luther King Day. And his honor—this will be a great honor"
8704,2,". Nor does this proceeding in any way belong to that class of incidental resolutions which relate to the officers of the Senate, to their Chamber and other appurtenances, or to subjects of order and other matters of the like nature, in all which either House may lawfully proceed without any cooperation with the other or with the President"
8064,2,". The urgency of the subject does not grow out of any large present demand for the use of these lands for agriculture, but out of the danger that the water supply and the sites for the necessary catch basins may fall into the hands of individuals or private corporations and be used to render subservient the large areas dependent upon such supply"
2868,0,". One of the many things, between sanctions and all of the—what we’ve done for Ukraine, relative to what the past—they used to send pillows, and we sent tank busters. But I brought that up a long time ago. Russia is unhappy that I brought it up. But you never heard of Nord Stream 2; nobody did, until I got elected"
179,1,".” Is that right, Mr. County Executive? “We’re going to renovate. We’re going to employ thousands of people.” And she looked at me and said, “I can’t thank you enough for this plan.” It grows the economy in key ways. It puts people to work to repair and upgrade so — that we badly need"
1845,1,". Just pay your fair share in taxes. A fair tax code is how we invest in things that make this country great: healthcare, education, defense, and so much more. But here’s the deal. The last administration enacted a $2 trillion tax cut overwhelmingly benefit the top 1 percent — the very wealthy — and the biggest corporations — and exploded the federal deficit"
7965,2,. No general suspicion or imputation of fraud has been allowed to delay the hearing and adjudication of individual cases upon their merits. The purpose has been to perfect the title of honest settlers with such promptness that the value of the entry might not be swallowed up by the expense and extortions to which delay subjected the claimant
3874,0,". All of us can choose by our actions to rise above the rancor and find common ground and shared purpose. We must focus on advancing the interests of the whole nation, delivering the miracle vaccines, defeating the pandemic, rebuilding the economy, protecting our national security, and upholding the rule of law"
4810,0,". Together, countries around the world will cut oil production by approximately 20 million barrels. People are saying 10 million, but we think that the number that they’ll actually hit is going to be closer to 20 million barrels a day. And that will help a lot with saving jobs all over Texas and Oklahoma and North Dakota and many of other—other of our big energy states"
1713,1,". On Ukraine, I’m asking Congress to make sure we can continue to send Ukraine the weapons they need to defend themselves and their country without interruption so Ukraine can stop Putin’s brutality in Ukraine. They are succeeding. When Putin invaded Ukraine, he thought he would take Kyiv and all of Ukraine in a matter of days. Well, over a year later, Putin has failed, and he continues to fail"
5384,0,". As a result, a large number of new clusters in the United States were seeded by travelers from Europe. After consulting with our top government health professionals, I have decided to take several strong but necessary actions to protect the health and wellbeing of all Americans"
1046,1,". So tonight I’m offering a Unity Agenda for the Nation. Four big things we can do together. First, beat the opioid epidemic. There is so much we can do. Increase funding for prevention, treatment, harm reduction, and recovery. Get rid of outdated rules that stop doctors from prescribing treatments"
1927,1,". There is no place in America for this kind of violence or for any violence ever. Period. No exceptions. We can’t allow this violence to be normalized. You know, the political rhetoric in this country has gotten very heated. It’s time to cool it down. And we all have a responsibility to do that. Yes, we have deeply felt, strong disagreements. The stakes in this election are enormously high"
6996,2,".--Latest monthly returns show imports for the year ending August, 1910, from the United States $11,615,982, or 30 per cent of the $39,025,667 total, against $5,193,419 from the United States, or 18 per cent of the $28,948,011 total for the year ending August, 1909.PORTO RICO. The year has been one of prosperity and progress in Porto Rico"
5163,0,". We caught him in the act. Dirty cops. Bad people. If this happened to President Obama, a lot of people would have been in jail for a long time already. Many, many years. I want to start by thanking some of — and I call them friends, because, you know, you develop friendships and relationships when you’re in battle and war, much more so than, “Gee, let’s have a normal situation"
8401,2,"the river Perdido on the east and the river Bravo on the west,"" and they add that ""the facts and principles which justify this conclusion are so satisfactory to our Government as to convince it that the United States have not a better right to the island of New Orleans under the cession referred to than they have to the whole district of territory which is above described"
2444,0,". Preston’s reverence for those who have served our Nation reminds us why we salute our flag, why we put our hands on our hearts for the pledge of allegiance, and why we proudly stand for the national anthem. Americans love their country. And they deserve a Government that shows them the same love and loyalty in return"
401,1,". But today, we’re seeing disturbing trends. Russia shunned the Non-Proliferation ideals embraced by every other nation at the 10th NPT Review Conference. And again, today, as I said, they’re making irresponsible nuclear threats to use nuclear weapons. China is conducting an unprecedented, concerning nuclear buildup without any transparency"
1572,1,". And every day, I’ve kept my commitment to be president for all Americans through one of the toughest periods in our nation’s history. I’ve had a great partner in Vice President Kamala Harris"
1031,1,". That’s why the Justice Department required body cameras, banned chokeholds, and restricted no-knock warrants for its officers"
7053,2,". In view of the heavy burden of pressing litigation which that Court has had to carry, with one or two of its members incapacitated through ill health, it has not been able to take up problems of improving the equity procedure, which has practically remained the same since the organization of the Court in 1789"
7638,2,". It's easier to start wars than to end them. It's easier to blame others than to look inward. It's easier to see what is different about someone than to find the things we share. But we should choose the right path, not just the easy path. There's one rule that lies at the heart of every religion, that we do unto others as we would have them do unto us"
5711,0,". Go ahead. Q: Thank you, Mr. President. Dr. Birx just said that Rhode Island is seeing an increase in cases from people that are coming from Boston and New York. You just said you’d like to reopen some states before May 1"
2554,0,". Thank you very much. Thank you. Tomorrow, America will celebrate a very important anniversary: the 245th birthday of the United States Army. Unrelated, going to be my birthday also. I don’t know if that happened by accident. Did that happen by accident, please? But it’s a great day because of that Army birthday"
2014,0,". We honor the immortal principles that inspired millions in the struggle for Civil Rights, and we take special pride in the nation that inspires billions of people all over the world. We must never take this radiant inheritance for granted. We must never lose confidence in our history, our heritage, or in our heroes"
1935,1,". Here in America, we need to get out of our silos, where we only listen to those with whom we agree, where misinformation is rampant, where foreign actors fan the flames of our division to shape the outcomes consistent with their interests, not ours"
2470,0,". His team has arrested nearly 400, including more than 220 from MS-13. CJ: Great work. Now let us get the Congress to send you some reinforcements. Over the next few weeks, the House and Senate will be voting on an immigration reform package. In recent months, my Administration has met extensively with both Democrats and Republicans to craft a bipartisan approach to immigration reform"
9082,2,". Starting a war is no way to make peace. But if anyone still thinks that just this once, bad means can bring good ends, then let me remind you of this: We are living in the 8th year of the atomic age. We are not the only nation that is learning to unleash the power of the atom"
2445,0,". For the last year we have sought to restore the bonds of trust between our citizens and their Government. Working with the Senate, we are appointing judges who will interpret the Constitution as written, including a great new Supreme Court Justice, and more circuit court judges than any new administration in the history of our country"
3249,0,".” I said, “Well, I’ve won one out of one. But, you know, I never did politics before. Now I do politics.” I will tell you, I’m very disappointed at certain people, a particular one, for not having pushed this faster. Q Are you referring to Speaker Ryan, sir? THE PRESIDENT: But I’ve learned — who? Q Speaker Ryan. THE PRESIDENT: Let’s not talk about it. Q Okay"
4258,0,". We’re grateful to be joined this evening by Americans battling on the frontlines to kill the virus. I just want to say that America thanks you. Please stand. Please. Thank you very much. Great, brilliant people. These are great and brilliant people. Thank you. And brave people. Our movement is based on lifting all citizens to reach their fullest, God-given potential"
1645,1,". We’re going to continue to need their help. We need your help. And I’m looking forward to meeting with you. And to everyone who is now offering or who will offer to welcome Afghan allies to their homes around the world, including in America: We thank you. I take responsibility for the decision"
3224,0,". Yeah. Not too many people have said that. But the courts will determine that. Look, I expect to be sued. I shouldn’t be sued. Very rarely do you get sued when you do national emergency. And then other people say, “Oh, if you use it for this, now what are we using it for?” We got to get rid of drugs and gangs and people. It’s an invasion"
6315,2,". I'm fully committed to implement the Panama Canal treaties and turn over the Canal to Panama in the year 2000. The actions we have taken and the cooperation of a new, democratic government in Panama will permit us to honor these commitments"
2547,0,". We are ending the era of endless wars. In its place is a renewed, clear-eyed focus on defending America’s vital interests. It is not the duty of U.S. troops to solve ancient conflicts in faraway lands that many people have never even heard of. We are not the policemen of the world. But let our enemies be on notice: If our people are threatened, we will never, ever hesitate to act"
3467,0,". Ambition is the lifeblood of a great nation, and, right now, our nation is more ambitious than any other. There’s no nation like our nation. Americans are explorers, builders, innovators, entrepreneurs, and pioneers. The spirit of the frontier is written into our hearts. The call of the next great adventure resounds from within our souls"
4857,0,". SECRETARY MNUCHIN:—today, for him to sign off on. Q: And are they from all sectors? Energy — SECRETARY MNUCHIN: Yes, there’s—basically, there’s verticals. So every single area of the economy we wanted to be represented. Q: Great. One other thing"
4641,0,". And since then countless jobs and $100 billion of new investment, not government investment, have poured into 9,000 of our most distressed neighborhoods anywhere in the country. 9,000, never happened before. Tim Scott. Today"
4696,0,". Think of it. So nobody died, and I issued. You can’t get earlier than that. So we have nobody died, and I said, “China, you can’t come in. I’m sorry.” Because I saw what was going on. It wasn’t so much what I was told; it was that I saw what was going on and I didn’t like it. But I didn’t speak to Tony about it. Didn’t speak to very many people about it. I didn’t like it"
8606,2,"her starving population with food, the United States should restore a policy which she has been compelled to abandon, and thus diminish her ability to purchase from us the food and other articles which she so much needs and we so much desire to sell"
8800,2,. No such idea as an officer of the Congress can be found in the Constitution or appears to have suggested itself to those who organized the Government
6097,2,". The aims of the enemy have been put out of reach by the skill and the bravery of Americans and their allies—and by the enduring courage of the South Vietnamese who, I can tell you, have lost eight men last year for every one of ours. The enemy is no longer close to victory. Time is no longer on his side. There is no cause to doubt the American commitment"
3575,0,". THE PRESIDENT: But so are you saying, on surfaces, the heat, the hot summer, and whatever other conditions—humidity and lack of humidity—that that would have an impact so that on surfaces, where it can be picked up, it will die fairly quickly in the summer, whereas in the winter, it wouldn’t die so quickly? ACTING UNDER SECRETARY BRYAN: Yes, Mr. President"
872,1,". Our current military mission will be short in time, limited in scope, and focused in its objectives: Get our people and our allies to safety as quickly as possible. And once we have completed this mission, we will conclude our military withdrawal. We will end America’s longest war after 20 long years of bloodshed"
8711,2,"office and disqualification to hold and enjoy any office of honor, trust, or profit under the United States"
1871,1,". We’re the only nation in the world with a heart and soul that draws from old and new. Home to Native Americans whose ancestors have been here for thousands of years. Home to people of every pla- — from every place on Earth. They came freely. Some came in chains. Some came when famine struck, like my ancestral family in Ireland"
3311,0,". They want measures designed to increase voter fraud, which is banning voter ID in all states and banning requirements for signature verification in federal elections"
6522,2,". With Federal assistance, State and local governments by 1970 will be spending close to $110 billion annually. These enormous sums must be used wisely, honestly, and effectively. We intend to work closely with the States and the localities to do exactly that. Our third objective is priorities, to move ahead on the priorities that we have established within the resources that are available"
5303,0,". You know, we had — Secretary Azar is here and I want to thank him for this, but we had — first time in 51 years, where drug prices actually came down last year. First time in 51 years. But what we can do, working with both parties in Congress, is — would be unbelievable. It would be unbelievable — all we can do"
2067,0,". Your needs were my first and last unyielding focus. This, I hope, will be our greatest legacy: Together, we put the American people back in charge of our country. We restored self-government. We restored the idea that in America no one is forgotten, because everyone matters and everyone has a voice"
4628,0,". Dictators would even come in to say congratulations on the economy. And then the plague came in, and now what we’re doing is we’re doing it again. And it’s going fast. We have to have a lot of it done because people don’t quite get it. We’re doing record business. It’s happening at a level and a speed that nobody can believe"
5344,0,". Here in the Western Hemisphere, we are joining with our partners to ensure stability and opportunity all across the region. In that mission, one of our most critical challenges is illegal immigration, which undermines prosperity, rips apart societies, and empowers ruthless criminal cartels"
2185,0,". I am not looking to kill hundreds of thousands of people in Afghanistan, many of them totally innocent. It is also not our function to serve other nations as law enforcement agencies. These are warfighters that we have—the best in the world—and they either want to fight to win or not fight at all. We are working to finally end America’s longest war and bring our troops back home"
6336,2,". They have ceased to be legal questions. They have more and more become social questions, questions with regard to the relations of human beings to one another,—not merely their legal relations, but their moral and spiritual relations to one another"
817,1,". So, getting every single person out is—can’t be guaranteed to anybody because there’s a determination, all who wants to get out as well. At any rate, it’s a process. I was really pointing to you, but—you, sir. Q: Thank you, Mr. President. There are reports that U.S. officials provided the Taliban with names of Americans and Afghan officials to evacuate"
1129,1,. And we can afford it. So we did that in the rec-—in the—in the last piece of legislation we passed. But let’s extend that Child Care Tax Credit at least through the end of 2025. The American Rescue Plan lowered healthcare premiums for 9 million Americans who buy their coverage under the Affordable Care Act. I know that’s really popular on this side of the aisle
3304,0,". It has nothing to do with the China virus. It has nothing to do with anything that we’ve been talking about over the last period of time. They want to bailout states that have been badly managed by Democrats, badly run by Democrats for many years—and, in fact, in all cases, many decades. And we’re not willing to do that"
1796,1,". And we’ll win again in 2024. If you — if you, the American people, send me a Congress that supports the right to choose, I promise you I will restore Roe v. Wade as the law of the land again. Folks, America cannot go back. I am here to- — tonight to show what I believe is the way forward, because I know how far we’ve come"
2534,0,". Through four long years, you have honed your skills, trained your mind and body, overcome every obstacle, and earned your place of pride in the Long Gray Line. You made it through the rigors of R-Day and Beast, the intensity of CLDT, and weeks of training in the blistering heat. You have pushed yourselves far beyond every limit imaginable. Some of you have even pushed the limits a bit too much"
2724,0,". I wasn’t pushed,” meaning pressured. He wasn’t pressured at all. But I don’t like the concept of releasing calls because when a president or prime minister, or a king or a queen, calls the United States, you don’t like to say, “Gee, we’re going to release your call to the fake-news media, and they’re going to make you look like a fool.” What happens is, it’s hard to do business that way"
3149,0,". American footprints on distant worlds are not too big a dream. Millions lifted from welfare to work is not too much to expect. And streets where mothers are safe from fear -- schools where children learn in peace -- and jobs where Americans prosper and grow -- are not too much to ask. When we have all of this, we will have made America greater than ever before. For all Americans"
9556,2,steps will have been taken for the restoration of the State of Virginia to its proper relations to the Union
4864,0,". Q: Mr. Secretary, do you see a need for a phase four? Or is this push in lieu of another stimulus? SECRETARY MNUCHIN: Okay. So again, let me just comment—I mean, Congress, on a bipartisan basis, approved an unprecedented amount of money to help American workers and American business because it was no fault of their own that business was closed down. We had been very diligently executing on that"
718,1,". That is the preamble of the Constitution that President Biden and I swore an oath to uphold and defend. And that is the enduring promise of the United States of America. My fellow Americans, it is my honor to introduce a public servant with the character and fortitude to meet this moment, a leader whose life's work has been moving our nation toward that more perfect union: President Joe Biden"
3345,0,". They were totally opposed to that. For this reason, I’m taking action to provide an additional or an extra $400 per week in expanded benefits: $400. Okay? So, that’s generous, but we want to take care of our people. Again, it wasn’t their fault; it was China’s fault"
2408,0,". If this organization is to have any hope of successfully confronting the challenges before us, it will depend, as President Truman said some 70 years ago, on the “independent strength of its members"
4464,0,". And when we have another four years, we’re going to have a big, big percentage of the total number. Very important, November 3rd. And two great Supreme Court judges. So we have two justices of the Supreme Court, Justice Gorsuch, Justice Kavanaugh, they’re great. They are, they’re great. We have two. And we could get a few more, yeah, we can get a few more"
649,1,". Millions of white Americans belonged to the Klan, and they weren’t even embarrassed by it; they were proud of it. And that hate became embedded systematically and systemically in our laws and our culture. We do ourselves no favors by pretending none of this ever happened or that it doesn’t impact us today, because it does still impact us today"
4273,0,". Great men and great women, people that we can look up to forever. Families will be able to walk among the statues of titans, and we have already selected the first 30 legacies and 30 legends"
5766,0,". Their victories have not been your victories; their triumphs have not been your triumphs; and while they celebrated in our nation’s Capital, there was little to celebrate for struggling families all across our land. That all changes – starting right here, and right now, because this moment is your moment: it belongs to you"
4755,0,". Q: It’s not about January. THE PRESIDENT: Excuse me, I closed it down from China. And, by the way, some people think I should have waited longer and maybe ridden it out. I disagree with them. Okay? But it was thought of. I mean, that was an alternative. You know, there are a lot of people that would have said, “Let’s ride it out.” Now, I’ll give you the good news"
3385,0,". So this relief is either going to be delayed or blocked indefinitely. President Trump: Oh, I don’t think so. Q: Is this just political theater? President Trump: I think this is going to go very rapidly through the courts. Q: But are you giving people false hope? President Trump: This will go very—if—if we get sued. Maybe we won’t get sued"
8080,2,". The provisions of this familiar title of the Revised Statutes have been put into exercise by both the great political parties, and in the North as well as in the South, by the filing with the court of the petitions required by the law"
5165,0,". I watched this morning as they tried to take credit for the stock market from — — from — think of that. Let me tell you, if we didn’t win, the stock market would have crashed"
6000,2,". Each party seems quite capable of working great injury and damage to the other, as well as to all the relations and interests dependent on the existence of peace in the island; but they seem incapable of reaching any adjustment, and both have thus far failed of achieving any success whereby one party shall possess and control the island to the exclusion of the other"
5107,0,". And we congratulate him for that. But making sure that, going forward, we’ll have the infrastructure of testing all across America to deal with the coronavirus should it return in the future. With that, let me—let me bid you all a good evening. And we will be back tomorrow. And — Q: Mr. Vice President — THE VICE PRESIDENT: Okay. Go ahead"
1508,1,". And as we emerge from this crisis stronger, I’m also doubling down on prosecuting criminals who stole relief money meant to keep workers and small businesses afloat during the pandemic. Before I came to office many inspector generals who protect taxpayer dollars were sidelined. Fraud was rampant. Last year, I told you the watchdogs are back"
2176,0,". He was told that the brave men of the elite Special Forces team that so perfectly carried out the operation had given their mission a name: “Task Force 8-14.” It was a reference to a special day: August 14th—Kayla’s birthday. Carl and Marsha, America’s warriors never forgot Kayla—and neither will we. Thank you"
7150,2,". Paul, at which I delivered an address on the subject of conservation so far as it was within the jurisdiction and possible action of the Federal Government"
7999,2,". The production of pig iron, always a good gauge of general prosperity, is shown by a recent census bulletin to have been 153 per cent greater in 1890 than in 1880, and the production of steel 290 per cent greater. Mining in coal has had no limitation except that resulting from deficient transportation"
2613,0,". For the first time, American strategy recognizes that economic security is national security. Economic vitality, growth, and prosperity at home is absolutely necessary for American power and influence abroad. Any nation that trades away its prosperity for security will end up losing both"
7721,2,from the indebted banks became fully assured of its ability to meet them without prejudice to the public service in other respects
7579,2,". This bond is unbreakable. It is based upon cultural and historical ties and the recognition that the aspiration for a Jewish homeland is rooted in a tragic history that cannot be denied. Around the world, the Jewish people were persecuted for centuries, and anti-Semitism in Europe culminated in an unprecedented Holocaust"
1443,1,". From reauthorizing the Violence Against Women Act, to the Electoral Count Reform Act, to the Respect for Marriage Act that protects the right to marry the person you love. To my Republican friends, if we could work together in the last Congress, there is no reason we can’t work together in this new Congress. The people sent us a clear message"
475,1,". Q: And are you—are you—if I could follow-up, sir. Are you urging China to help isolate Russia? Are you urging China to help isolate Russia? THE PRESIDENT: I’m not prepared to comment on that at the moment. Q: Mr. President — THE PRESIDENT: Wait. No, no. Yeah. No, no, no. He’s had his hand up a long time. Q: Thank you, Mr. President"
5462,0,". We want people coming into our country based on merit and based on the fact that they are going to love our country, and they respect our people and our country. We don’t want visa lottery. Pick a lottery ticket. Pick a lottery. We don’t want that. So we want it based on merit"
3626,0,". We’re—we also have 500 million masks—500 million masks that are very shortly going to be here. We’ve made millions of masks. We have ordered millions of masks that have arrived and been distributed. We gave one hospital in New York City 300,000 masks. Before the virus, they were using 10,000"
8956,2,"which then existed, and which still unhappily continue to exist, between the railroads of the country and their locomotive engineers, conductors and trainmen"
486,1,". Mr. President, Mr. Prime Minister, Mr. Mayor, members of the Parliament, distinguished guests, and the people of Poland, and I suspect some people of Ukraine that are here: We’re——we are gathered here at the Royal Castle in this city that holds a sacred place in the history of not only of Europe, but humankind’s unending search for freedom"
59,1,". And as we continue to battle COVID-19, we will ensure that equity continues to be at the center of our response. We’ll ensure that everyone is reached. My first responsibility as President is to protect the American people and make sure we have enough vaccine for every American, including enough boosters for every American who’s approved to get one. We also know this virus transcends borders"
1498,1,". Not anymore. We’re beginning to restore the dignity of work. For example, 30 million workers had to sign non-compete agreements when they took a job. So a cashier at a burger place can’t cross the street to take the same job at another burger place to make a couple bucks more. Not anymore. We’re banning those agreements so companies have to compete for workers and pay them what they’re worth"
9018,2,". We need new approaches to international cooperation to respond effectively to the problems that we face. Developing and developed countries, market and nonmarket countries-we are all a part of one interdependent economic system. The food and oil crises demonstrate the extent of our interdependence. Many developing nations need the food surplus of a few developed nations"
4309,0,". As the United States pursues domestic reforms to unleash jobs and growth, we are also working to reform the international trading system so that it promotes broadly shared prosperity and rewards to those who play by the rules. We cannot have free and open trade if some countries exploit the system at the expense of others"
2460,0,". Let us open great vocational schools so our future workers can learn a craft and realize their full potential. And let us support working families by supporting paid family leave. As America regains its strength, this opportunity must be extended to all citizens. That is why this year we will embark on reforming our prisons to help former inmates who have served their time get a second chance"
9048,2,". Fantastic, isn't it? But necessary, so my guards thought—and they are the bosses on such matters as that. Now, of course, we're back in the White House. It is in very good condition, and General Eisenhower will be able to take up his residence in the house and work right here. That will be much more convenient for him, and I'm very glad the renovation job was all completed before his term began"
3084,0,". We have undertaken a historic effort to eliminate job‑crushing regulations, creating a deregulation task force inside of every Government agency; imposing a new rule which mandates that for every 1 new regulation, 2 old regulations must be eliminated; and stopping a regulation that threatens the future and livelihoods of our great coal miners"
3378,0,". Everybody wanted it. By the way, the Democrats want it. The Republicans want it. They just couldn’t get it—they just couldn’t come to an agreement, but everybody wants it. And the very important thing is the people want it, and the people need it, actually. Q: Mr. President — President Trump: Yeah. Yes. Q: Mr. President, you said that this will pretty much take care of the entire situation"
4251,0,. The power of tariffs being imposed on foreign lands that took advantage of the United States for decades and decades have enabled us to make great trade deals where there were none. Tens of billions of dollars are now paid to the United States Treasury by the same countries. But there and then we got hit by the virus that came from China
5117,0,". I just want to encourage you we’re going to continue to lean into this effort, to expand testing across the country, to deploy supplies to our incredible healthcare workers that have done such an amazing job in the midst of the coronavirus epidemic. But my last word, on behalf of the President, on behalf of our entire task force is: It’s “30 Days to Slow the Spread"
7114,2,". The Post-Office Department has a great plant and a great organization, reaching into the most remote hamlet of the United States, and with this machinery it is able to do a great many things economically that if a new organization were necessary it would be impossible to do without extravagant expenditure"
2308,0,". What you’re going to do is give it a shot again and again and again. You’re ultimately going to be successful. And remember this, you’re not working. Because when you’re doing something that you love, like I do—of course I love my business, but this is a little bit different. Who thought this was going to happen. We’re, you know, having a good time. We’re doing a good job. Doing a good job"
4706,0,". Okay? Please, you could put it on. Thank you. So we could give you hundreds of clips like that from governors—including Democratic or “Democrat,” as I call them, governors, which is actually the correct term. We could give you hundreds of clips just like that. We have them"
